t	kat
5.1999999999999895	0.025153681097602718
5.249999999999989	0.04016146942075788
5.299999999999989	0.05860144388502206
5.349999999999989	0.0804242918673233
5.399999999999989	0.10557017240915362
5.449999999999989	0.13396817601404615
5.4999999999999885	0.1655357577624227
5.549999999999988	0.2001781695343184
5.599999999999988	0.23778791994451462
5.649999999999988	0.27824429281289875
5.699999999999988	0.32141295639937073
5.749999999999988	0.3671456960005616
5.799999999999987	0.41528030161725604
5.849999999999987	0.46564064007213796
5.899999999999987	0.5180369370629205
5.949999999999987	0.5722662891389295
5.999999999999987	0.628113418563499
6.0499999999999865	0.6853516756708885
6.099999999999986	0.7437442839775938
6.149999999999986	0.8030458134192509
6.199999999999986	0.8630038572086248
6.249999999999986	0.9233608785575981
6.299999999999986	0.9838561854922679
6.349999999999985	1.0442279857784598
6.399999999999985	1.1042154700189364
6.449999999999985	1.163560869579683
6.499999999999985	1.2220114372573223
6.549999999999985	1.279321302417793
6.5999999999999845	1.335253158431618
6.649999999999984	1.389579748157321
6.699999999999984	1.4420851224233386
6.749999999999984	1.4925656563158476
6.799999999999984	1.5408308179833436
6.849999999999984	1.5867036940613375
6.8999999999999835	1.6300212842404898
6.949999999999983	1.6706345846088255
6.999999999999983	1.7084084849851193
7.049999999999983	1.7432215094455743
7.099999999999983	1.7749654316609988
7.149999999999983	1.8035447976269758
7.199999999999982	1.828876388066931
7.249999999999982	1.8508886514341207
7.299999999999982	1.8695211362601918
7.349999999999982	1.8847239488122207
7.399999999999982	1.896457258819726
7.4499999999999815	1.9046908725771707
7.499999999999981	1.9094038891372305
7.549999999999981	1.9105844516690762
7.599999999999981	1.9082296024131853
7.649999999999981	1.9023452460402328
7.699999999999981	1.8929462226159472
7.7499999999999805	1.8800564877735932
7.79999999999998	1.8637093940849976
7.84999999999998	1.8439480639900327
7.89999999999998	1.8208258409987592
7.94999999999998	1.7944068022492397
7.99999999999998	1.7647663119473154
8.04999999999998	1.7319915918282096
8.09999999999998	1.6961822816977283
8.14999999999998	1.6574509605040437
8.199999999999982	1.6159235964616674
8.249999999999982	1.5717398937194729
8.299999999999983	1.5250535031603913
8.349999999999984	1.476032066349624
8.399999999999984	1.4248570645753622
8.449999999999985	1.3717234494446449
8.499999999999986	1.3168390376036887
8.549999999999986	1.2604236597250467
8.599999999999987	1.202708062691082
8.649999999999988	1.1439325735220975
8.699999999999989	1.0843455435509608
8.74999999999999	1.024201601053592
8.79999999999999	0.9637597493873212
8.84999999999999	0.9032813550645787
8.899999999999991	0.8430280755705408
8.949999999999992	0.7832597797226488
8.999999999999993	0.7242325137420053
9.049999999999994	0.6661965639332926
9.099999999999994	0.6093946621229711
9.149999999999995	0.554060373138229
9.199999999999996	0.5004166951175544
9.249999999999996	0.4486748939150273
9.299999999999997	0.39903358291458796
9.349999999999998	0.351678049803997
9.399999999999999	0.3067798227951462
9.45	0.26449646083442924
9.5	0.22497154581324133
9.55	0.18833484982173895
9.600000000000001	0.15470264712338855
9.650000000000002	0.12417813869457663
9.700000000000003	0.09685195672518862
9.750000000000004	0.07280271721408922
9.800000000000004	0.052097590494602136
9.850000000000005	0.03479286196426026
9.900000000000006	0.020934458261222026
9.950000000000006	0.010558417446368836
