t	s
7.94999999999998	227.68838354206844
7.99999999999998	230.5344883363443
8.04999999999998	233.39827080014985
8.09999999999998	236.27973093348504
8.14999999999998	239.1788687363499
8.199999999999982	242.09568420874442
8.249999999999982	245.0301773506686
8.299999999999983	247.98234816212243
8.349999999999984	250.95219664310594
8.399999999999984	253.9397227936191
8.449999999999985	256.94492661366195
8.499999999999986	259.96780810323446
8.549999999999986	263.0083672623366
8.599999999999987	266.06660409096844
8.649999999999988	269.1425185891299
8.699999999999989	272.23611075682106
8.74999999999999	275.3473805940419
8.79999999999999	278.4763281007924
8.84999999999999	281.62295327707255
8.899999999999991	284.78725612288235
8.949999999999992	287.96923663822184
8.999999999999993	291.16889482309097
9.049999999999994	294.3862306774898
9.099999999999994	297.6212442014182
9.149999999999995	300.87393539487636
9.199999999999996	304.1443042578641
9.249999999999996	307.4323507903816
9.299999999999997	310.7380749924287
9.349999999999998	314.0614768640055
9.399999999999999	317.40255640511197
9.45	320.76131361574807
9.5	324.13774849591385
9.55	327.5318610456093
9.600000000000001	330.9436512648344
9.650000000000002	334.37311915358913
9.700000000000003	337.82026471187356
9.750000000000004	341.2850879396877
9.800000000000004	344.76758883703144
9.850000000000005	348.2677674039049
9.900000000000006	351.78562364030796
9.950000000000006	355.3211575462407
